STUDY_ID,LATITUDE,LONGITUDE,species_richness,total_abundance,mean_depth,n_samples,n_years,year_start,year_end,realm,biome,climate
672,15.373917,-61.282183,10,36.0,,5,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
673,-0.449806,-76.301959,37,516.0,,39,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
673,-0.443602,-76.306491,38,525.0,,43,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
673,-0.440654,-76.295777,6,7.0,,6,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
673,-0.4389,-76.306396,27,248.0,,28,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
673,-0.431339,-76.314589,35,605.0,,32,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
674,-0.449806,-76.301959,18,65.0,,33,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
674,-0.443602,-76.306491,27,56.0,,27,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
674,-0.440654,-76.295777,4,41.0,,8,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
674,-0.4389,-76.306396,14,22.0,,17,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
674,-0.431339,-76.314589,20,58.0,,25,3,2017,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.488512,-88.234064,33,523.0,,101,12,2008,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.496411,-88.211856,46,1277.0,,255,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.499784,-88.179395,39,1900.0,,126,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.513457,-88.241681,22,278.0,,93,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.523289,-88.288533,35,807.0,,94,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.528277,-88.277573,32,296.0,,85,12,2008,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
675,15.561077,-88.297421,31,593.0,,55,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.480214,-88.226603,66,380.0,,46,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.480419,-88.224619,56,354.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.481001,-88.222883,56,335.0,,45,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.481614,-88.226439,62,440.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.483414,-88.220504,57,388.0,,44,12,2008,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.48408,-88.228963,57,352.0,,51,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.484559,-88.234525,63,387.0,,47,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.484824,-88.209531,44,241.0,,32,11,2009,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.485312,-88.231282,62,436.0,,51,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.485902,-88.210756,57,247.0,,34,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.486178,-88.236855,58,437.0,,47,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.486955,-88.21167,51,308.0,,42,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.487413,-88.234317,55,427.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.487543,-88.213083,49,360.0,,45,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.488112,-88.214362,51,346.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.488356,-88.23864,67,468.0,,48,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.488623,-88.235791,57,380.0,,47,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.489283,-88.236393,60,447.0,,47,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.490026,-88.18738,69,277.0,,34,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.491322,-88.235724,49,368.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.492288,-88.237314,53,333.0,,48,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.492711,-88.218007,40,467.0,,48,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.493657,-88.190903,57,231.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.494444,-88.213927,36,427.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.494933,-88.190517,26,75.0,,12,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.495107,-88.21883,42,471.0,,48,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.495386,-88.238227,47,438.0,,51,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.49564,-88.217943,41,518.0,,51,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.496407,-88.189876,66,301.0,,42,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.496637,-88.237441,44,372.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.497103,-88.221117,35,446.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.497437,-88.211861,48,489.0,,53,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.497464,-88.19607,55,261.0,,37,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.497784,-88.222423,39,476.0,,51,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.498187,-88.190075,65,375.0,,45,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.498972,-88.237437,38,451.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.49911,-88.224883,36,432.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.499164,-88.213405,35,465.0,,53,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.499559,-88.203026,40,293.0,,42,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.499614,-88.19519,60,243.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.49986,-88.225757,39,495.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.499904,-88.212332,38,415.0,,47,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.500015,-88.190375,60,274.0,,44,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.500487,-88.214415,47,527.0,,53,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.500642,-88.238215,43,478.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.501178,-88.212225,42,433.0,,53,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.502066,-88.204626,23,201.0,,40,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.50257,-88.23737,42,393.0,,46,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.502807,-88.19695,46,202.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.502941,-88.199549,35,176.0,,38,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.502958,-88.21278,40,443.0,,50,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.50364,-88.237371,44,445.0,,46,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.503748,-88.205267,29,239.0,,41,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.504499,-88.21361,43,472.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.50462,-88.201373,39,264.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.504685,-88.204452,40,258.0,,40,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.504799,-88.243214,35,316.0,,43,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.505413,-88.23648,43,365.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.50585,-88.23789,38,329.0,,43,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.506297,-88.201901,47,316.0,,40,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.506543,-88.215003,39,425.0,,46,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.50721,-88.233604,37,325.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.507315,-88.294269,46,361.0,,35,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.508341,-88.232753,35,248.0,,43,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.509619,-88.20046,52,247.0,,36,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.510253,-88.236971,45,501.0,,48,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.510433,-88.232447,35,297.0,,46,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.510666,-88.292906,44,345.0,,35,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.510724,-88.237867,48,566.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.511399,-88.185528,55,227.0,,38,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.511824,-88.238412,48,580.0,,49,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.512378,-88.288863,42,340.0,,36,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.513328,-88.24145,50,501.0,,43,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.513566,-88.230928,31,280.0,,43,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.513573,-88.24222,36,370.0,,45,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.514057,-88.244059,43,353.0,,46,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.514785,-88.287017,45,380.0,,35,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.514948,-88.185122,72,522.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.51514,-88.230318,31,249.0,,42,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.515627,-88.189676,57,166.0,,28,12,2007,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.515649,-88.275598,26,118.0,,11,5,2015,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.515772,-88.187141,59,394.0,,39,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.516443,-88.243846,35,338.0,,45,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.516476,-88.286183,53,450.0,,36,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.517016,-88.188472,56,212.0,,36,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.517427,-88.230488,32,231.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.517551,-88.275615,18,88.0,,12,5,2015,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.518425,-88.2439,39,322.0,,46,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.518801,-88.275494,39,421.0,,41,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.519815,-88.285727,53,406.0,,36,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.519854,-88.23193,29,230.0,,35,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.519896,-88.244145,41,399.0,,41,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.52054,-88.245313,33,281.0,,36,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.521282,-88.275412,49,437.0,,42,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.522138,-88.24588,30,267.0,,35,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.522543,-88.275976,41,388.0,,42,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.522844,-88.274386,42,388.0,,37,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.522939,-88.271234,52,438.0,,42,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.523193,-88.268888,40,409.0,,38,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.523216,-88.267468,26,107.0,,10,12,2007,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.523423,-88.247108,31,264.0,,35,13,2006,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.524051,-88.284082,60,517.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.524157,-88.287147,57,548.0,,46,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.524221,-88.288561,59,464.0,,44,14,2006,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.524283,-88.291774,53,341.0,,27,9,2011,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.52502,-88.292098,56,350.0,,25,9,2011,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.52512,-88.269885,48,383.0,,35,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.526544,-88.277304,48,457.0,,38,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.526552,-88.293374,68,505.0,,26,9,2011,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.528361,-88.271641,37,299.0,,41,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.529687,-88.2713,35,398.0,,38,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.52989,-88.270093,33,253.0,,38,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.530193,-88.276285,32,283.0,,39,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.530882,-88.274606,36,363.0,,41,13,2007,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.532555,-88.300156,56,316.0,,28,9,2011,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.534445,-88.301585,48,259.0,,28,9,2011,2019,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.544158,-88.296203,60,220.0,,25,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.547875,-88.29848,65,195.0,,26,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.548402,-88.29262,49,221.0,,26,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.548441,-88.290571,35,145.0,,18,7,2008,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.549683,-88.293207,48,237.0,,28,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.551537,-88.292494,62,263.0,,28,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.552448,-88.294284,39,130.0,,25,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.555448,-88.294167,58,245.0,,26,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.560271,-88.292487,43,167.0,,23,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.561819,-88.292175,66,266.0,,25,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.564257,-88.285195,74,300.0,,26,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
676,15.565315,-88.288072,74,312.0,,26,9,2006,2014,Terrestrial,Tropical and subtropical moist broadleaf forests,Tropical
679,17.952546,-89.365679,4,8.0,,6,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,17.955138,-89.368426,12,126.0,,21,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,17.961763,-89.374984,4,15.0,,6,2,2014,2015,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,17.962353,-89.355997,6,20.0,,14,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.226771,-89.80142,3,8.0,,5,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.254892,-89.802771,3,8.0,,7,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.302095,-89.859456,7,177.0,,12,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.316954,-89.85875,6,39.0,,14,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.36115,-89.900476,7,20.0,,14,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.364448,-89.90071,5,64.0,,17,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.366933,-89.885083,6,53.0,,13,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.370639,-89.904504,5,44.0,,19,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.397939,-89.491698,5,51.0,,14,4,2014,2017,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.40632,-89.481324,6,77.0,,20,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.409962,-89.493231,5,29.0,,14,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.4178,-89.49611,6,23.0,,11,4,2014,2017,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.812375,-89.280746,6,29.0,,16,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.817293,-89.294714,5,18.0,,11,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.818112,-89.268943,7,28.0,,14,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
679,18.829425,-89.282943,5,12.0,,9,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
680,18.362171,-89.887419,58,1830.0,,75,2,2017,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
680,18.399329,-89.490508,38,1520.0,,48,2,2017,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,17.952546,-89.365679,16,573.0,,21,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,17.955138,-89.368426,12,423.0,,21,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,17.961763,-89.374984,13,696.0,,20,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,17.962353,-89.355997,16,346.0,,21,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.226771,-89.80142,15,419.0,,16,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.254892,-89.802771,12,287.0,,17,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.302095,-89.859456,16,566.0,,16,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.316954,-89.85875,15,488.0,,18,4,2015,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.36115,-89.900476,15,493.0,,26,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.364448,-89.90071,13,551.0,,25,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.366933,-89.885083,15,438.0,,28,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.370639,-89.904504,14,693.0,,26,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.397939,-89.491698,15,391.0,,26,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.40632,-89.481324,13,293.0,,25,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.409962,-89.493231,15,335.0,,25,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.4178,-89.49611,14,592.0,,26,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.812375,-89.280746,17,527.0,,23,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.817293,-89.294714,13,207.0,,22,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.818112,-89.268943,15,315.0,,23,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
681,18.829425,-89.282943,15,272.0,,21,5,2014,2018,Terrestrial,Tropical and subtropical moist broadleaf forests,Temperate/Tropical
682,46.042157,25.084012,33,157.0,,10,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.04216,25.08401,28,97.0,,5,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.042727,25.077643,24,126.0,,5,3,2014,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.0428,25.07153,29,201.0,,18,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.0431,25.09029,31,140.0,,5,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.043101,25.090295,23,290.0,,5,3,2014,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.04639,25.11675,26,479.0,,8,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.047329,25.100454,39,405.0,,13,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.04733,25.10045,27,212.0,,4,2,2017,2018,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.04876,25.1062,18,137.0,,4,2,2017,2018,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.0506,25.11193,46,1126.0,,14,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05067,25.06871,24,57.0,,4,2,2015,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.052325,25.115204,38,469.0,,13,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05274,25.10888,30,440.0,,8,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05453,25.07118,27,85.0,,8,4,2015,2018,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05555,25.10377,48,1389.0,,20,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05673,25.09758,27,661.0,,11,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05678,25.11597,29,304.0,,6,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05678,25.115974,30,184.0,,9,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05682,25.07622,41,364.0,,24,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.05955,25.09651,40,710.0,,11,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.060352,25.101888,46,933.0,,13,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.0607,25.10879,32,404.0,,6,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06104,25.114721,34,488.0,,13,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06177,25.09685,19,78.0,,4,2,2015,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06384,24.99527,26,75.0,,6,5,2014,2018,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06384,24.995275,19,55.0,,4,3,2014,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06433,25.09228,31,448.0,,8,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06433,25.09919,31,212.0,,4,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06457,25.108414,20,49.0,,3,2,2015,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.065952,24.985257,16,44.0,,4,3,2014,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06597,24.99103,18,38.0,,5,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06636,24.9989,30,136.0,,12,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.066764,25.094117,33,300.0,,10,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.06992,24.98508,33,119.0,,8,6,2014,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.069921,24.985084,20,75.0,,7,5,2015,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.070464,24.997593,17,68.0,,4,3,2014,2016,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.071782,25.101468,32,107.0,,9,4,2014,2017,Terrestrial,Temperate broadleaf and mixed forests,Temperate
682,46.07405,24.9863,24,97.0,,5,3,2017,2019,Terrestrial,Temperate broadleaf and mixed forests,Temperate
